,title,reviewer,overall,story,acting,music,rewatch
23057,High Society,Sarah,5.5,3.0,6.0,8.0,4.0
23058,Warm and Cozy,Sarah,9.0,7.5,9.5,10.0,9.5
23059,Healer,Sarah,10.0,10.0,10.0,10.0,10.0
23060,Pinocchio,Sarah,8.5,7.5,9.5,7.0,8.0
23061,Mask,Sarah,8.0,7.5,8.0,8.0,7.5
23062,Fabulous Boys,Sarah,9.0,8.5,9.0,10.0,9.0
23063,Autumn's Concerto,Sarah,4.0,2.5,5.0,5.0,2.5
23064,Bad Guys,Sarah,9.0,10.0,10.0,7.5,9.0
23065,Just You,Sarah,8.5,8.0,7.5,10.0,10.0
23066,Good Doctor,Sarah,9.0,8.5,10.0,7.5,9.0
23067,Ex-Girlfriend Club,Sarah,9.5,9.5,10.0,10.0,9.5
23068,Bride of the Century,Sarah,9.0,8.5,9.0,9.0,9.0
23069,Boss & Me,Sarah,9.0,7.5,9.0,9.5,9.5
23070,Pinocchio,heartbreaker17,10.0,10.0,10.0,9.0,10.0
23071,Pinocchio,Dii,9.0,9.0,9.0,9.0,6.0
23072,Angry Mom,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23073,Defendant,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23074,High Society,DreamingKoreanBallad,7.5,6.5,7.0,9.0,1.5
23075,Bad Guys,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23076,Falling for Innocence,DreamingKoreanBallad,9.5,8.5,10.0,8.0,8.0
23077,Dr. Frost,DreamingKoreanBallad,8.5,8.5,8.5,7.0,5.0
23078,Ugly Alert,DreamingKoreanBallad,10.0,10.0,10.0,10.0,8.5
23079,Liar Game,DreamingKoreanBallad,10.0,10.0,10.0,9.0,9.5
23080,What Happens to My Family?,DreamingKoreanBallad,10.0,10.0,10.0,9.0,9.0
23081,Angel's Revenge,DreamingKoreanBallad,8.0,8.5,9.0,7.0,6.0
23082,The Princess's Man,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23083,Super Daddy Yeol,DreamingKoreanBallad,9.0,9.0,9.5,9.0,8.0
23084,High As Sky Wide As Earth,DreamingKoreanBallad,8.0,8.0,9.5,8.0,7.0
23085,East of Eden,DreamingKoreanBallad,9.0,9.0,10.0,10.0,10.0
23086,Doctors,DreamingKoreanBallad,8.0,6.5,8.0,8.0,6.0
23087,One Warm Word,DreamingKoreanBallad,10.0,10.0,10.0,10.0,9.0
23088,Secret Door,DreamingKoreanBallad,9.5,9.5,10.0,9.0,8.0
23089,I'll Give You The Stars and The Moon,DreamingKoreanBallad,9.5,9.0,10.0,8.5,9.0
23090,Famous Princesses,DreamingKoreanBallad,8.5,8.5,9.0,9.0,7.0
23091,The Three Musketeers,DreamingKoreanBallad,10.0,10.0,10.0,9.5,10.0
23092,Hot Blood,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23093,My Beautiful Bride,DreamingKoreanBallad,10.0,10.0,9.0,9.5,9.5
23094,Drama Special Season 5: Youth,DreamingKoreanBallad,9.5,9.5,10.0,7.5,8.5
23095,Plus Nine Boys,DreamingKoreanBallad,9.0,9.0,10.0,9.0,7.0
23096,Flower Grandpa Investigation Unit,DreamingKoreanBallad,9.5,9.0,10.0,9.5,9.0
23097,Cloud Stairs,DreamingKoreanBallad,9.5,9.5,10.0,10.0,9.5
23098,The Accidental Detective,DreamingKoreanBallad,9.5,9.5,10.0,8.0,10.0
23099,Drama Special Season 5: Monster,DreamingKoreanBallad,10.0,10.0,10.0,7.5,9.0
23100,Triangle,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23101,Healer,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23102,Glorious Day,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23103,Splendid Politics,DreamingKoreanBallad,8.0,7.0,7.0,6.0,5.0
23104,Reset,DreamingKoreanBallad,10.0,10.0,10.0,7.5,8.0
23105,"It's Okay, That's Love",DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23106,The Family is Coming,DreamingKoreanBallad,9.5,9.0,9.5,8.0,8.0
23107,1% of Anything,DreamingKoreanBallad,6.0,7.0,7.0,7.0,5.0
23108,Make A Woman Cry,DreamingKoreanBallad,8.5,8.5,8.5,8.0,8.0
23109,Love Frequency 37.2,DreamingKoreanBallad,6.5,7.0,7.0,2.5,1.0
23110,Angel Eyes,DreamingKoreanBallad,9.5,9.5,10.0,9.0,8.5
23111,Pinocchio,DreamingKoreanBallad,9.5,10.0,10.0,10.0,10.0
23112,Inspiring Generation,DreamingKoreanBallad,9.0,9.0,10.0,10.0,10.0
23113,Goodbye My Love,DreamingKoreanBallad,8.0,7.5,9.0,8.0,6.5
23114,Drama Special Season 5: Dreaming Man,DreamingKoreanBallad,8.5,8.5,9.5,6.5,4.0
23115,The Village: Achiara's Secret,DreamingKoreanBallad,10.0,10.0,10.0,9.0,10.0
23116,Jungle Fish 2,DreamingKoreanBallad,9.0,9.0,9.5,8.5,8.0
23117,Don't Hesitate,DreamingKoreanBallad,7.0,8.0,9.0,9.0,3.0
23118,Six Flying Dragons,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23119,"Kill Me, Heal Me",DreamingKoreanBallad,9.5,10.0,10.0,9.0,10.0
23120,Punch,DreamingKoreanBallad,10.0,10.0,10.0,7.0,9.0
23121,Always,DreamingKoreanBallad,10.0,10.0,10.0,8.0,10.0
23122,Drama Special Series Season 2: Ordinary Love,DreamingKoreanBallad,8.5,9.0,10.0,6.5,5.0
23123,I Love You,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23124,Modern Farmer,DreamingKoreanBallad,7.0,7.5,7.0,6.5,2.0
23125,"Smile, Dong Hae",DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23126,Noble Woman,DreamingKoreanBallad,8.5,8.5,8.5,8.0,7.5
23127,Into the Flames,DreamingKoreanBallad,10.0,10.0,10.0,9.5,10.0
23128,You're All Surrounded,DreamingKoreanBallad,9.0,9.0,9.5,8.0,7.0
23129,The Secret Lovers,DreamingKoreanBallad,9.5,9.5,10.0,9.5,9.0
23130,A Day With My Son,DreamingKoreanBallad,10.0,10.0,10.0,6.5,10.0
23131,Revenge and Passion,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23132,New Heart,DreamingKoreanBallad,9.0,8.5,9.0,9.0,7.0
23133,Road Number One,DreamingKoreanBallad,10.0,9.5,10.0,10.0,9.0
23134,Mr. Back,DreamingKoreanBallad,7.5,7.5,8.0,7.0,5.0
23135,Gunman In Joseon,DreamingKoreanBallad,7.0,7.0,8.5,9.0,2.5
23136,Witch's Romance,DreamingKoreanBallad,9.5,9.5,10.0,10.0,9.5
23137,Flower Boy Next Door,DreamingKoreanBallad,9.0,9.0,10.0,6.5,9.5
23138,Assembly,DreamingKoreanBallad,10.0,10.0,9.5,9.0,10.0
23139,D-Day,DreamingKoreanBallad,10.0,10.0,10.0,7.0,10.0
23140,Heart to Heart,DreamingKoreanBallad,9.0,9.0,9.5,9.0,6.0
23141,Misaeng: Incomplete Life,DreamingKoreanBallad,8.0,8.0,9.0,8.0,4.5
23142,Sweet 18,DreamingKoreanBallad,10.0,10.0,10.0,9.0,10.0
23143,Full House ,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23144,Just You,DreamingKoreanBallad,8.0,7.5,7.5,6.5,6.0
23145,Drama Special Season 5: The Dirge Singer,DreamingKoreanBallad,8.0,7.5,9.0,5.0,5.0
23146,The Scale of Providence,DreamingKoreanBallad,10.0,10.0,10.0,8.0,10.0
23147,Yaksha,DreamingKoreanBallad,8.5,8.0,9.0,10.0,6.0
23148,Rosy Lovers,DreamingKoreanBallad,3.0,4.5,6.0,5.0,1.0
23149,Hello Monster,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23150,Mrs. Cop,DreamingKoreanBallad,10.0,10.0,10.0,8.0,10.0
23151,Endless Love,DreamingKoreanBallad,3.0,4.0,8.0,6.0,1.0
23152,Kim Soo Ro,DreamingKoreanBallad,9.5,9.5,10.0,8.5,9.0
23153,Comrades,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23154,Truth,DreamingKoreanBallad,10.0,10.0,10.0,7.0,9.0
23155,Save the Last Dance for Me,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23156,Drama Special Series Season 3: Sirius,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23157,"Yeah, That's How It Is",DreamingKoreanBallad,7.0,7.0,8.0,5.5,3.5
23158,The Women's Room,DreamingKoreanBallad,7.0,7.0,8.0,6.0,5.5
23159,A Beautiful Mind,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23160,The Con Artists,DreamingKoreanBallad,10.0,9.0,10.0,8.0,10.0
23161,My Paparotti,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23162,The Jingbirok: A Memoir of Imjin War,DreamingKoreanBallad,10.0,10.0,9.0,8.0,8.0
23163,Snow In August,DreamingKoreanBallad,8.0,9.0,9.5,9.0,6.5
23164,Match Made in Heaven,DreamingKoreanBallad,9.0,9.0,9.5,7.5,7.0
23165,Twinkle Twinkle,DreamingKoreanBallad,9.5,8.5,9.0,9.5,8.0
23166,SPY,DreamingKoreanBallad,6.5,6.5,8.0,2.0,1.0
23167,Wuri's Family,DreamingKoreanBallad,8.5,8.5,9.0,10.0,7.0
23168,My Lovely Girl,DreamingKoreanBallad,7.5,7.5,7.5,2.5,2.0
23169,Trot Lovers,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23170,A Hundred Year's Inheritance,DreamingKoreanBallad,6.0,7.0,8.0,8.0,5.0
23171,Person Who Gives Happiness,DreamingKoreanBallad,9.5,9.0,10.0,7.0,8.5
23172,Korean Peninsula,DreamingKoreanBallad,9.0,9.0,9.0,9.0,9.0
23173,Lights and Shadows,DreamingKoreanBallad,8.5,8.5,9.5,10.0,7.5
23174,School 2013,DreamingKoreanBallad,9.0,9.0,9.5,8.5,8.0
23175,Drama Special Season 5: Darkness,DreamingKoreanBallad,9.5,9.5,10.0,9.5,9.0
23176,"Seo Yeong, My Daughter",DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23177,Dae Jo Yeong ,DreamingKoreanBallad,9.0,9.0,10.0,7.5,3.0
23178,The Person I Love,DreamingKoreanBallad,9.0,9.0,10.0,8.0,8.0
23179,Lobbyist,DreamingKoreanBallad,8.0,8.0,8.5,10.0,3.0
23180,Cruel City,DreamingKoreanBallad,9.0,8.5,10.0,9.5,7.5
23181,The Chaser,DreamingKoreanBallad,9.5,9.5,9.5,9.0,7.0
23182,"Marriage, Not Dating",DreamingKoreanBallad,9.0,9.0,9.0,9.5,6.0
23183,The Road Home,DreamingKoreanBallad,8.5,8.5,8.5,9.5,7.5
23184,49 Days,DreamingKoreanBallad,8.5,8.5,9.5,10.0,1.0
23185,Legendary Witch,DreamingKoreanBallad,7.5,7.5,7.5,8.0,1.0
23186,Crazy For You,DreamingKoreanBallad,9.0,8.5,9.5,10.0,8.0
23187,Here Comes Love,DreamingKoreanBallad,8.5,8.5,9.0,8.5,7.0
23188,My Rosy Life,DreamingKoreanBallad,10.0,10.0,10.0,10.0,7.0
23189,Chun Ja's Happy Events ,DreamingKoreanBallad,6.5,7.0,8.0,7.0,1.5
23190,Drama Special Season 1: Pianist,DreamingKoreanBallad,7.0,7.0,7.5,3.0,1.0
23191,Drama Special Season 5: The Taste of Curry,DreamingKoreanBallad,8.0,7.5,9.0,7.5,4.0
23192,Secret,DreamingKoreanBallad,6.0,6.5,7.0,7.5,1.0
23193,My Secret Hotel,DreamingKoreanBallad,5.0,5.0,6.5,9.0,1.0
23194,Twenty Again,DreamingKoreanBallad,10.0,10.0,10.0,7.5,10.0
23195,Goddess of Fire,DreamingKoreanBallad,9.0,9.0,9.5,8.0,8.0
23196,First Kiss,DreamingKoreanBallad,7.0,7.5,9.0,6.0,5.0
23197,Doctor Stranger,DreamingKoreanBallad,7.0,7.0,8.0,6.0,1.0
23198,The Time We Were Not in Love,DreamingKoreanBallad,6.0,5.0,7.0,4.0,1.0
23199,Full House,DreamingKoreanBallad,7.5,7.5,7.5,7.0,2.0
23200,Hi! School - Love On,DreamingKoreanBallad,9.0,9.0,9.0,9.0,9.0
23201,Gap Dong,DreamingKoreanBallad,9.0,9.0,9.0,10.0,7.0
23202,The Man from Nowhere,DreamingKoreanBallad,9.0,9.0,10.0,7.0,4.5
23203,Wonderful Life,DreamingKoreanBallad,9.0,10.0,10.0,9.0,10.0
23204,Golden Time,DreamingKoreanBallad,9.0,9.0,10.0,8.0,9.0
23205,The Peach Tree,DreamingKoreanBallad,10.0,10.0,10.0,10.0,9.0
23206,The Great King's Dream,DreamingKoreanBallad,9.0,9.5,9.0,5.0,6.0
23207,Queen Seon Duk,DreamingKoreanBallad,9.5,10.0,10.0,8.0,8.0
23208,Future Boy,DreamingKoreanBallad,8.0,8.0,8.0,8.0,8.0
23209,Life Special Investigation Team,DreamingKoreanBallad,8.5,8.5,9.0,8.0,7.5
23210,Drama Special Season 4: Neighborhood Watch,DreamingKoreanBallad,8.0,8.0,8.0,6.5,7.5
23211,Mask,DreamingKoreanBallad,10.0,10.0,10.0,10.0,10.0
23212,Hotel King,DreamingKoreanBallad,8.0,8.0,9.0,8.0,2.5
23213,Wonderful Days,DreamingKoreanBallad,7.5,7.0,8.5,7.0,1.0
23214,All About My Mom,DreamingKoreanBallad,9.0,9.0,10.0,8.0,8.0
23215,The Duo,DreamingKoreanBallad,8.0,7.0,7.5,7.0,2.5
23216,Mothers and Sisters,DreamingKoreanBallad,6.5,6.0,7.5,10.0,1.0
23217,Eighteen,DreamingKoreanBallad,1.0,1.0,2.0,1.0,1.0
23218,Blades of Blood,DreamingKoreanBallad,8.5,6.0,8.5,2.0,4.5
23219,I Love Lee Tae Ri,DreamingKoreanBallad,9.5,10.0,10.0,9.0,9.5
23220,Hello! Miss,DreamingKoreanBallad,9.0,9.0,10.0,10.0,10.0
23221,3 Days,DreamingKoreanBallad,9.5,9.5,10.0,9.0,9.0
23222,Jang Young Shil,DreamingKoreanBallad,10.0,10.0,9.5,7.5,8.0
23223,Empress Ki,DreamingKoreanBallad,8.5,8.0,10.0,8.0,1.5
23224,Ice Girl,DreamingKoreanBallad,5.5,4.5,6.5,10.0,1.0
23225,Over The Rainbow,DreamingKoreanBallad,9.5,9.0,9.0,8.5,8.0
23226,Oh! Pil Seung And Bong Soon Young,DreamingKoreanBallad,8.0,7.5,9.0,9.0,6.5
23227,"Persevere, Goo Hae Ra",DreamingKoreanBallad,7.5,3.0,7.5,9.5,1.0
23228,Naeil's Cantabile,DreamingKoreanBallad,9.0,8.5,9.5,8.5,8.0
23229,The Mighty Gift,DreamingKoreanBallad,9.5,9.5,10.0,8.0,8.0
23230,Likeable or Not,DreamingKoreanBallad,8.0,8.0,9.0,6.5,3.5
23231,On the Prairie,DreamingKoreanBallad,7.5,7.0,7.5,9.0,2.0
23232,Love Wind Love Song,DreamingKoreanBallad,8.5,8.0,8.5,7.0,7.0
23233,Emperor of the Sea,DreamingKoreanBallad,7.0,7.5,9.0,10.0,1.0
23234,Give Love Away,DreamingKoreanBallad,6.0,5.0,5.0,7.0,1.0
23235,Jang Young Shil,DreamingKoreanBallad,10.0,10.0,9.5,7.5,8.0
23236,Empress Ki,DreamingKoreanBallad,8.5,8.0,10.0,8.0,1.5
23237,Ice Girl,DreamingKoreanBallad,5.5,4.5,6.5,10.0,1.0
23238,Over The Rainbow,DreamingKoreanBallad,9.5,9.0,9.0,8.5,8.0
23239,Oh! Pil Seung And Bong Soon Young,DreamingKoreanBallad,8.0,7.5,9.0,9.0,6.5
23240,"Persevere, Goo Hae Ra",DreamingKoreanBallad,7.5,3.0,7.5,9.5,1.0
23241,Naeil's Cantabile,DreamingKoreanBallad,9.0,8.5,9.5,8.5,8.0
23242,The Mighty Gift,DreamingKoreanBallad,9.5,9.5,10.0,8.0,8.0
23243,Likeable or Not,DreamingKoreanBallad,8.0,8.0,9.0,6.5,3.5
23244,On the Prairie,DreamingKoreanBallad,7.5,7.0,7.5,9.0,2.0
23245,Love Wind Love Song,DreamingKoreanBallad,8.5,8.0,8.5,7.0,7.0
23246,Emperor of the Sea,DreamingKoreanBallad,7.0,7.5,9.0,10.0,1.0
23247,Give Love Away,DreamingKoreanBallad,6.0,5.0,5.0,7.0,1.0
23248,Hello Monster,wildheart23,9.5,9.5,10.0,9.5,10.0
23249,"Bring It On, Ghost",wildheart23,9.5,9.0,10.0,8.0,9.0
23250,Healer,wildheart23,10.0,10.0,10.0,10.0,10.0
23251,Pinocchio,wildheart23,9.5,9.0,10.0,8.0,10.0
23252,"Kill Me, Heal Me",wildheart23,9.0,9.0,10.0,9.0,9.0
23253,I Need Romance 3,wildheart23,8.0,8.0,8.0,9.0,7.0
23254,About Is Love,wildheart23,7.5,5.0,7.5,7.5,5.0
23255,My Girlfriend Is a Gumiho,wildheart23,8.5,8.5,9.0,10.0,5.0
23256,Le Coup de Foudre,wildheart23,9.0,9.5,9.0,10.0,9.0
23257,Oh My Ghostess,wildheart23,8.5,8.5,10.0,8.5,8.5
23258,Love O2O,wildheart23,8.5,9.0,8.0,9.5,9.5
23259,The Eccentric Daughter-in-Law,Distressed Sailor Daikon,7.5,7.5,7.0,8.0,3.0
23260,The King and the Clown,Distressed Sailor Daikon,8.5,8.0,8.0,7.5,4.0
23261,I Am Not Madame Bovary,Distressed Sailor Daikon,7.5,7.0,8.0,7.0,2.0
23262,Pinocchio,Distressed Sailor Daikon,9.0,9.0,9.0,8.5,6.0
23263,Orange Marmalade,Distressed Sailor Daikon,5.0,5.5,5.0,6.5,1.0
23264,Coffee Prince,Distressed Sailor Daikon,9.0,8.5,9.0,8.5,7.0
23265,The Royal Tailor,Distressed Sailor Daikon,7.5,7.0,8.0,8.0,3.0
23266,Hello Monster,Distressed Sailor Daikon,9.0,9.0,8.5,8.5,6.0
23267,All About Lily Chou Chou,Distressed Sailor Daikon,7.0,7.0,6.5,8.0,3.0
23268,Queen In Hyun's Man,Distressed Sailor Daikon,7.5,7.0,8.0,9.0,2.0
23269,The Magician,Distressed Sailor Daikon,7.5,7.0,8.0,7.0,2.0
23270,A Beautiful Mind,Distressed Sailor Daikon,9.0,9.0,9.0,9.0,7.0
23271,Oh My Venus,Distressed Sailor Daikon,9.0,8.0,9.0,10.0,8.0
23272,Twenty,Distressed Sailor Daikon,8.0,8.0,8.0,7.0,4.0
23273,Miracle in Cell No. 7,Distressed Sailor Daikon,9.0,9.0,9.0,8.0,6.0
23274,Strobe Edge,Distressed Sailor Daikon,6.5,6.0,6.0,7.0,1.0
23275,Secrets of Women,Distressed Sailor Daikon,6.0,6.0,6.5,6.5,1.0
23276,Strobe Edge,Distressed Sailor Daikon,6.5,6.0,6.0,7.0,1.0
23277,Secrets of Women,Distressed Sailor Daikon,6.0,6.0,6.5,6.5,1.0
23278,Pinocchio,Katie,9.5,10.0,10.0,7.0,8.5
23279,Blood,Katie,6.0,5.0,6.5,6.5,1.0
23280,The Liar and His Lover,Katie,8.5,8.0,9.0,10.0,7.5
23281,Pinocchio,KayD,9.0,9.0,9.0,8.0,8.5
23282,The Scholar Who Walks the Night,KayD,8.5,9.0,8.5,8.0,9.0
23283,Jang Ok Jung,KayD,10.0,10.0,10.0,10.0,10.0
23284,Cheongdamdong Alice,KayD,8.0,8.0,10.0,8.0,8.0
23285,The Incarnation of Money,KayD,9.0,9.0,8.0,8.0,8.0
23286,Pinocchio,KdramaAddict94,10.0,10.0,10.0,9.5,10.0
23287,Pinocchio,sundaechoc20,8.5,8.5,9.0,8.5,7.5
23288,A Werewolf Boy,sundaechoc20,9.0,9.5,9.5,8.0,9.5
23289,She Was Pretty,Lola,9.5,9.0,10.0,8.5,8.0
23290,You're Beautiful,Lola,10.0,9.0,10.0,9.0,10.0
23291,Pinocchio,Lola,10.0,10.0,10.0,10.0,10.0
23292,Queen In Hyun's Man,Lola,10.0,10.0,10.0,9.0,9.0
23293,Moon Embracing the Sun,Lola,10.0,10.0,10.0,8.5,6.0
23294,Rebel: Thief Who Stole the People,Lola,10.0,10.0,10.0,10.0,10.0
23295,Pinocchio,CamCam,10.0,10.0,10.0,10.0,10.0
23296,Fall in Love With Me,CamCam,8.0,5.5,8.5,5.0,6.5
23297,Oh My Ghostess,CamCam,10.0,10.0,10.0,9.5,10.0
23298,Live Up to Your Name,KDramaWatching,10.0,10.0,10.0,10.0,10.0
23299,Reply 1988,KDramaWatching,10.0,10.0,10.0,10.0,10.0
23300,Pinocchio,KDramaWatching,9.5,9.5,10.0,8.0,9.5
23301,Witch's Romance,KDramaWatching,7.5,7.0,8.0,6.5,7.0
23302,Oh My Ghostess,KDramaWatching,7.5,6.0,9.0,9.0,6.0
23303,Love in the Moonlight,KDramaWatching,9.0,8.0,10.0,9.0,10.0
23304,I Need Romance 3,KDramaWatching,8.0,8.0,8.5,8.0,7.5
23305,Arang and the Magistrate,KDramaWatching,7.5,7.0,8.0,7.0,6.5
23306,Oh My Venus,KDramaWatching,7.5,6.5,9.0,6.5,7.0
23307,The Master's Sun,KDramaWatching,9.0,9.0,10.0,8.0,9.0
23308,Jealousy Incarnate,KDramaWatching,9.5,9.0,10.0,8.0,8.0
23309,Scent of a Woman,KDramaWatching,8.0,8.5,8.5,8.0,6.0
23310,Abandoned Secret,MiriekiLee,10.0,10.0,10.0,8.0,9.0
23311,Pinocchio,MiriekiLee,10.0,10.0,10.0,9.0,6.0
23312,Hold My Love,MiriekiLee,8.0,6.0,9.0,8.0,7.0
23313,Palace: The Lock Heart Jade,MiriekiLee,9.0,9.0,10.0,10.0,9.0
23314,35 sai no Koukousei,MiriekiLee,9.0,8.5,9.5,7.0,8.0
23315,Pinocchio,ShubAdventures,8.5,10.0,10.0,8.0,7.0
23316,The Master's Sun,ShubAdventures,9.0,9.0,9.5,8.0,8.0
23317,Secret,ShubAdventures,9.5,10.0,9.0,9.0,9.0
23318,The Beast and the Beauty,ShubAdventures,8.5,9.0,8.0,7.0,6.0
23319,The Bridal Mask,ShubAdventures,10.0,9.0,9.5,8.0,8.0
23320,Pinocchio,nadine elgamal,10.0,10.0,10.0,8.0,8.5
23321,U-Prince: The Lovely Geologist,Bian,9.0,8.5,8.0,8.5,9.5
23322,Angel's Last Mission: Love,Bian,10.0,10.0,10.0,10.0,9.0
23323,Itaewon Class,Bian,10.0,9.5,10.0,9.5,10.0
23324,Pinocchio,Bian,10.0,9.5,10.0,10.0,10.0
23325,U-Prince: The Crazy Artist,Bian,10.0,10.0,9.5,8.5,9.5
23326,Inborn Pair,Nelly,7.5,6.0,7.0,8.0,8.5
23327,Yoo Na's Street,Nelly,8.0,8.0,8.0,9.0,7.0
23328,Angry Mom,Nelly,8.5,8.5,8.5,7.5,8.5
23329,Liar Game,Nelly,9.0,9.0,9.5,8.0,9.0
23330,King2Hearts,Nelly,8.0,7.0,8.5,8.5,8.5
23331,Good Doctor,Nelly,8.0,8.0,10.0,9.0,7.0
23332,SPY,Nelly,6.5,6.5,7.5,6.0,7.0
23333,Maids,Nelly,8.0,7.5,8.5,8.5,8.0
23334,Little Girl K,Nelly,6.0,6.0,7.0,5.0,4.0
23335,Hello Monster,Nelly,9.0,8.5,9.5,10.0,9.0
23336,The Princess's Man,Nelly,8.5,8.5,10.0,8.5,8.5
23337,Orange Marmalade,Nelly,6.0,6.0,7.0,4.0,5.0
23338,Who Are You: School 2015,Nelly,7.0,6.5,8.5,9.0,6.5
23339,Pleasantly Surprised,Nelly,7.0,7.0,6.5,6.0,7.0
23340,You're All Surrounded,Nelly,7.0,6.5,8.5,6.0,6.0
23341,Hanoi Bride,Nelly,6.0,5.0,6.0,5.0,6.0
23342,Glorious Day,Nelly,6.0,6.0,6.0,5.0,6.0
23343,I Hear Your Voice,Nelly,9.0,9.0,8.5,9.0,9.0
23344,Healer,Nelly,8.5,9.0,8.5,8.5,9.0
23345,The Girl Who Sees Scents,Nelly,7.5,7.0,8.0,6.0,8.0
23346,"Marriage, Not Dating",Nelly,7.5,8.0,8.0,7.0,8.0
23347,"It's Okay, That's Love",Nelly,9.0,8.5,10.0,9.0,9.0
23348,Autumn's Concerto,Nelly,8.0,7.0,9.0,8.5,7.5
23349,Pinocchio,Nelly,8.5,8.5,7.5,7.0,9.0
23350,Empress Ki,Nelly,6.5,6.0,9.0,6.0,6.0
23351,Pride and Prejudice,Nelly,7.0,7.0,8.0,6.0,6.0
23352,It's Okay to Not Be Okay,Nelly,9.0,9.0,9.0,8.0,9.5
23353,Boysitter,Nelly,5.0,6.0,6.0,4.0,4.0
23354,Ho Goo's Love,Nelly,9.0,9.0,8.5,7.0,9.5
23355,Heartbeat Love,Nelly,7.5,8.5,8.0,5.0,7.5
23356,Love Keeps Going,Nelly,7.0,7.0,8.0,7.0,6.5
23357,Queen Seon Duk,Nelly,9.5,9.0,10.0,9.0,9.0
23358,Fated to Love You,Nelly,7.0,6.0,6.5,8.5,7.0
23359,Fabulous 30,Nelly,6.0,6.0,6.0,7.0,5.0
23360,Channel-X,Nelly,6.5,6.0,6.5,7.0,6.0
23361,Secret Garden,Nelly,8.5,7.0,9.0,8.5,10.0
23362,Queen In Hyun's Man,Nelly,9.0,9.0,9.0,8.5,10.0
23363,Easy Fortune Happy Life,Nelly,6.0,6.5,6.0,5.0,6.0
23364,Black & White,Nelly,7.5,7.0,8.0,6.0,8.0
23365,Drama Special Series Season 1: White Christmas,Nelly,8.5,9.0,10.0,8.0,8.0
23366,Love Keeps Going,Nelly,7.0,7.0,8.0,7.0,6.5
23367,Queen Seon Duk,Nelly,9.5,9.0,10.0,9.0,9.0
23368,Fated to Love You,Nelly,7.0,6.0,6.5,8.5,7.0
23369,Fabulous 30,Nelly,6.0,6.0,6.0,7.0,5.0
23370,Channel-X,Nelly,6.5,6.0,6.5,7.0,6.0
23371,Secret Garden,Nelly,8.5,7.0,9.0,8.5,10.0
23372,Queen In Hyun's Man,Nelly,9.0,9.0,9.0,8.5,10.0
23373,Easy Fortune Happy Life,Nelly,6.0,6.5,6.0,5.0,6.0
23374,Black & White,Nelly,7.5,7.0,8.0,6.0,8.0
23375,Drama Special Series Season 1: White Christmas,Nelly,8.5,9.0,10.0,8.0,8.0
23376,Pinocchio,highdefsway,6.5,8.0,9.5,6.5,3.0
23377,Pinocchio,MikoS,10.0,10.0,10.0,10.0,9.5
23378,Dream High,MikoS,8.5,9.0,8.5,10.0,9.5
23379,Pinocchio,Ali,10.0,9.5,10.0,9.5,9.5
23380,Psychopath Diary,Unnursvana,9.0,9.0,9.0,6.0,7.0
23381,My Country: The New Age,Unnursvana,7.5,8.0,8.0,9.5,6.0
23382,What's Wrong with Secretary Kim,Unnursvana,7.5,6.0,9.5,6.0,9.0
23383,Age of Youth,Unnursvana,9.5,9.5,8.0,7.0,9.0
23384,The Guest,Unnursvana,8.0,8.0,9.0,9.0,6.5
23385,Six Flying Dragons,Unnursvana,9.0,9.5,10.0,9.5,6.5
23386,Hotel del Luna,Unnursvana,7.0,6.0,7.0,8.0,6.0
23387,Reply 1988,Unnursvana,7.5,7.0,8.5,9.0,5.0
23388,My Strange Hero,Unnursvana,7.0,7.0,9.0,6.5,7.0
23389,Peninsula,Unnursvana,4.5,3.0,6.0,6.0,2.0
23390,Rebel: Thief Who Stole the People,Unnursvana,8.0,8.0,10.0,10.0,6.5
23391,Misaeng: Incomplete Life,Unnursvana,9.5,9.5,10.0,7.0,6.5
23392,Flower of Evil,Unnursvana,8.5,9.0,10.0,7.0,7.0
23393,Kingdom: Season 2,Unnursvana,8.0,9.0,8.0,7.0,9.0
